z	 ra	 dec
 0.352799	 5.541565	 -0.131148
 0.330010	 2.445357	 0.914619
 0.272126	 2.523719	 0.166393
 0.316208	 2.136265	 0.769595
 0.196992	 6.168115	 -0.182751
 0.197214	 2.579621	 0.873715
 0.406826	 2.765786	 0.020088
 0.349144	 3.548961	 1.023107
 0.391637	 2.568670	 0.717244
 0.447491	 3.660685	 0.206932
 0.347319	 2.561998	 0.945607
 0.263894	 3.181007	 0.658720
 0.430133	 0.551361	 0.255438
 0.200190	 4.081582	 -0.023708
 0.287282	 3.875429	 0.702477
 0.333757	 2.497928	 1.117025
 0.283987	 3.018998	 0.624715
 0.257100	 3.425744	 0.359604
 0.286407	 2.221923	 0.935184
 0.302023	 3.345658	 0.624640
 0.307722	 2.570167	 0.805351
 0.264638	 4.112020	 0.029349
 0.336353	 2.473682	 0.173034
 0.268566	 2.417298	 1.092504
 0.229578	 3.468743	 0.804586
 0.217901	 2.148940	 0.877676
 0.323479	 3.391290	 0.499310
 0.452585	 2.389486	 0.828747
 0.308160	 3.197183	 0.518708
 0.450853	 2.446848	 0.086190
 0.377835	 3.991498	 0.254629
 0.318978	 3.628243	 1.002007
 0.388846	 4.246137	 0.794796
 0.195986	 2.562663	 0.238816
 0.350971	 2.882484	 0.194333
 0.385859	 3.861225	 0.163212
 0.326854	 2.530582	 0.346111
 0.408881	 3.893933	 0.440326
 0.232586	 3.272645	 0.480207
 0.268707	 4.007275	 0.166660
 0.322659	 0.369181	 0.262670
 0.456113	 3.139238	 0.346120
 0.232391	 0.215861	 -0.008152
 0.389107	 4.551349	 0.929702
 0.179931	 2.397881	 0.638148
 0.163112	 2.824627	 0.735829
 0.364490	 2.382311	 1.071059
 0.443411	 2.208771	 0.792494
 0.318636	 4.623306	 0.947272
 0.401318	 3.627461	 -0.045214
 0.373654	 2.517679	 0.501942
 0.375099	 2.627034	 0.581779
 0.193300	 3.675742	 0.320158
 0.316844	 5.595100	 0.207893
 0.269337	 3.216697	 0.604261
 0.204254	 2.319877	 0.606676
 0.200517	 2.482953	 0.767339
 0.219880	 2.559576	 0.142081
 0.304461	 2.518059	 0.750124
 0.318691	 2.817284	 0.016819
 0.328352	 3.446154	 0.902046
 0.247905	 3.624213	 0.090826
 0.358308	 2.452258	 -0.010458
 0.364555	 2.136817	 0.392961
 0.198924	 2.743358	 0.741262
 0.345117	 2.772891	 0.338506
 0.422383	 3.033717	 0.198479
 0.198921	 2.530878	 0.637010
 0.312883	 2.228165	 0.169678
 0.374711	 3.188234	 0.040482
 0.342830	 2.321427	 1.053638
 0.455570	 2.020972	 0.738263
 0.349319	 3.088464	 0.414144
 0.348620	 4.023594	 0.106878
 0.392230	 2.765666	 0.743575
 0.373652	 3.317393	 0.673753
 0.324234	 3.291227	 0.066251
 0.350874	 3.232769	 1.075281
 0.355185	 3.740162	 0.163233
 0.196277	 3.896000	 0.257261
 0.267706	 2.331752	 0.386971
 0.354800	 2.656707	 0.467928
 0.377499	 3.052591	 0.411569
 0.356563	 3.184554	 0.007877
 0.319411	 4.321245	 0.278799
 0.391880	 2.067834	 0.423557
 0.299012	 2.660468	 0.991913
 0.215873	 0.777133	 -0.155834
 0.288430	 2.578522	 0.327042
 0.403658	 3.484029	 0.467809
 0.220852	 4.308445	 0.838893
 0.204844	 4.215990	 0.357743
 0.211573	 3.204888	 0.315973
 0.449845	 2.432542	 0.845211
 0.404106	 3.217310	 1.162807
 0.192875	 2.923955	 0.112161
 0.181418	 4.333441	 0.635672
 0.335946	 3.251545	 -0.007237
 0.266927	 2.117297	 0.296656
 0.193834	 2.217478	 0.972890
 0.291182	 2.709236	 0.298219
 0.244749	 2.439666	 0.800899
 0.287789	 3.303752	 0.264126
 0.332076	 4.407914	 0.386430
 0.337607	 2.144947	 0.678235
 0.341968	 3.760381	 0.146034
 0.467451	 4.019349	 0.329340
 0.192384	 2.599043	 0.095214
 0.250549	 0.151303	 -0.005685
 0.248445	 2.825038	 0.554445
 0.318990	 2.124551	 0.414393
 0.191376	 3.394428	 0.185364
 0.318493	 2.063698	 0.493631
 0.302778	 3.889545	 0.319323
 0.318168	 3.185950	 1.125095
 0.327144	 3.245090	 1.020127
 0.286712	 2.612231	 0.196320
 0.364631	 3.845379	 0.136319
 0.416814	 3.510911	 0.984755
 0.281593	 3.760267	 0.145640
 0.356778	 3.898259	 0.791850
 0.357185	 2.755686	 0.506421
 0.284890	 4.079291	 0.706124
 0.310619	 5.754945	 -0.141167
 0.347844	 3.864241	 0.050010
 0.379243	 2.907707	 0.761475
 0.229404	 3.159086	 1.045240
 0.399096	 2.984778	 0.637396
 0.423403	 4.327951	 0.639437
 0.266072	 3.742630	 0.080974
 0.440639	 4.057017	 0.497016
 0.441865	 2.970767	 0.985188
 0.163799	 2.906029	 0.843738
 0.196643	 3.074939	 0.427925
 0.268937	 3.578116	 0.452984
 0.452357	 4.032131	 0.790284
 0.352566	 3.855621	 0.801309
 0.323251	 3.757528	 0.302326
 0.324318	 2.222729	 0.228436
 0.378589	 3.393153	 0.533807
 0.296510	 3.217862	 0.653847
 0.414807	 4.156549	 0.238207
 0.228926	 0.018921	 0.013981
 0.179013	 4.208295	 -0.012066
 0.459433	 2.943446	 0.273049
 0.163828	 1.621749	 -0.001807
 0.267442	 2.674792	 0.195083
 0.428439	 3.214044	 0.541936
 0.424748	 3.283177	 -0.046892
 0.314531	 2.652588	 0.063334
 0.313321	 3.348714	 0.145941
 0.271216	 3.708263	 0.056492
 0.354406	 2.990409	 0.485770
 0.353013	 3.853048	 0.038794
 0.268991	 1.996223	 0.414144
 0.462909	 4.098599	 0.994988
 0.290811	 4.058092	 0.087010
 0.410629	 3.301857	 0.089693
 0.304481	 2.572800	 0.369890
 0.304923	 3.336408	 1.162266
 0.291502	 4.122530	 0.325329
 0.335428	 2.490262	 0.816215
 0.321181	 3.006644	 0.453474
 0.362821	 3.368394	 1.059973
 0.390201	 3.888325	 0.253352
 0.346672	 2.595177	 0.084473
 0.440805	 3.145198	 0.744912
 0.387623	 0.010039	 -0.005003
 0.192166	 4.066213	 -0.031357
 0.189649	 5.971871	 0.016720
 0.430631	 4.421954	 0.613111
 0.298194	 2.480385	 0.916246
 0.322570	 0.891861	 -0.021144
 0.463192	 3.016137	 1.098967
 0.351001	 3.669671	 0.822371
 0.261592	 5.938521	 0.012005
 0.372840	 3.956395	 0.699670
 0.297027	 4.023958	 0.459377
 0.407426	 4.253166	 0.110885
 0.296207	 0.766379	 -0.140073
 0.317668	 3.968334	 0.964353
 0.369202	 3.843633	 0.835992
 0.267146	 2.764644	 -0.013850
 0.378758	 2.909835	 0.117969
 0.395585	 2.968954	 0.575202
 0.435474	 6.046914	 -0.187087
 0.269984	 3.386135	 0.000543
 0.321758	 4.412944	 0.612503
 0.417429	 3.604001	 0.284323
 0.267609	 2.923716	 0.347488
 0.188847	 2.313566	 0.112132
 0.358709	 3.587218	 -0.025351
 0.357342	 3.368201	 -0.007810
 0.376474	 3.279487	 0.840885
 0.461506	 3.287439	 -0.055388
 0.260036	 3.190241	 0.125570
 0.456227	 3.164946	 0.909696
 0.340072	 4.092033	 0.631767
 0.432188	 4.469753	 0.549418
 0.389143	 2.419912	 0.613848
 0.387758	 2.740164	 0.162691
 0.391011	 3.095182	 0.861205
 0.251652	 3.498452	 0.541661
 0.324169	 3.935421	 0.556949
 0.324672	 4.317151	 0.362593
 0.288135	 5.418011	 0.012167
 0.352198	 3.135130	 1.161541
 0.351703	 3.392371	 -0.019887
 0.435058	 5.396512	 -0.099789
 0.377488	 4.356531	 0.205749
 0.200098	 3.924121	 -0.044975
 0.327471	 3.568527	 0.866747
 0.366737	 2.122955	 0.514822
 0.304333	 0.750863	 -0.116149
 0.164770	 3.201553	 0.364474
 0.298590	 5.986013	 0.258155
 0.389930	 2.890403	 0.317343
 0.220236	 3.520524	 0.582480
 0.456633	 3.462547	 0.533718
 0.210569	 2.066530	 0.377733
 0.345499	 3.738090	 0.678382
 0.170069	 3.176167	 1.018110
 0.328387	 1.995501	 0.792904
 0.378939	 3.094735	 0.410651
 0.199184	 4.464389	 1.128898
 0.434756	 2.735867	 0.261378
 0.434391	 2.162027	 0.372605
 0.435269	 2.911278	 1.173438
 0.454937	 4.147612	 0.268230
 0.440440	 3.794076	 0.728792
 0.199445	 4.014355	 0.661285
 0.291360	 5.955578	 0.220597
 0.160432	 2.791542	 0.090337
 0.445472	 3.472350	 0.722965
 0.211201	 2.762147	 0.497433
 0.464768	 4.207242	 0.555060
 0.266362	 2.629336	 0.131671
 0.266629	 3.603398	 0.772253
 0.280780	 3.834853	 0.016566
 0.260580	 3.390334	 0.746500
 0.422908	 3.671183	 0.460283
 0.414959	 3.126952	 0.839910
 0.296557	 4.410465	 0.589734
 0.217845	 5.443052	 -0.016188
 0.268509	 0.716906	 -0.127069
 0.436856	 2.751330	 0.180936
 0.437540	 3.848333	 0.319278
 0.395251	 0.436367	 -0.185468
 0.421791	 0.063524	 0.261621
 0.427853	 2.100163	 0.700632
 0.302108	 4.190409	 0.328575
 0.299198	 2.633856	 0.647950
 0.299318	 2.336350	 0.369754
 0.317388	 2.556088	 0.133425
 0.253113	 3.716568	 0.664424
 0.449630	 2.461747	 0.248132
 0.296600	 2.049371	 0.598170
 0.386327	 3.304720	 0.015837
 0.388630	 2.554214	 0.596599
 0.334288	 2.490527	 0.778955
 0.468328	 6.266974	 0.015818
 0.342261	 1.087655	 -0.103825
 0.185436	 3.944889	 0.386668
 0.371750	 3.337039	 0.410499
 0.286801	 2.806733	 0.065614
 0.288694	 2.454469	 0.258096
 0.416440	 4.160125	 0.969262
 0.316202	 3.421139	 0.650043
 0.419478	 2.629073	 -0.012321
 0.416226	 3.387816	 0.443274
 0.307800	 3.179497	 0.149029
 0.442895	 3.539133	 0.639491
 0.342880	 3.888103	 0.575209
 0.195849	 2.364469	 0.953703
 0.224988	 4.259049	 0.648902
 0.415372	 3.187645	 0.266824
 0.445686	 5.999485	 0.248449
 0.242204	 2.481020	 0.959425
 0.327680	 3.133470	 0.573746
 0.327667	 5.526512	 -0.132590
 0.325678	 2.726995	 0.283910
 0.325566	 2.648634	 0.160065
 0.332128	 2.512632	 0.490111
 0.200216	 2.667716	 0.807671
 0.327854	 3.370363	 0.251116
 0.387639	 3.002935	 0.725422
 0.231374	 3.262913	 0.258051
 0.379427	 2.717515	 0.915423
 0.423413	 3.725607	 0.490846
 0.421770	 3.545640	 0.257505
 0.332531	 2.682056	 -0.013478
 0.291194	 2.245340	 0.948247
 0.436700	 0.209188	 0.015900
 0.367657	 3.773243	 0.056841
 0.192865	 3.073500	 0.017995
 0.373622	 2.305398	 0.461329
 0.262340	 2.357431	 0.554531
 0.374249	 2.757145	 0.113881
 0.239715	 3.584779	 0.949769
 0.451749	 4.389273	 0.782001
 0.428947	 2.172428	 0.714016
 0.281169	 3.588183	 0.595201
 0.280359	 3.379903	 -0.020813
 0.432036	 4.487049	 0.523429
 0.420245	 2.245318	 0.223205
 0.419316	 3.348392	 0.091349
 0.312407	 2.695944	 0.499962
 0.404916	 2.211625	 1.047631
 0.214174	 2.480834	 0.617155
 0.225966	 2.454923	 0.028502
 0.355936	 3.362014	 0.697510
 0.310957	 2.507129	 0.575502
 0.312080	 2.524961	 0.003614
 0.311082	 2.186490	 0.420275
 0.372381	 4.203115	 0.236149
 0.378071	 5.562297	 -0.001047
 0.362475	 2.661746	 0.181424
 0.392647	 2.747517	 1.139493
 0.277254	 5.613103	 -0.018469
 0.340487	 3.635023	 0.562782
 0.389584	 6.069453	 0.009268
 0.297104	 4.074528	 0.712634
 0.269789	 3.779021	 0.364889
 0.348222	 3.351928	 -0.013382
 0.346811	 3.738894	 1.086782
 0.298024	 2.645731	 0.075993
 0.383218	 3.421378	 1.042076
 0.383218	 2.111926	 0.856361
 0.378716	 3.855381	 0.415038
 0.382788	 3.916822	 0.374720
 0.300740	 3.983873	 -0.047580
 0.173343	 2.236678	 0.991880
 0.402699	 2.520663	 0.338374
 0.282999	 3.642821	 0.344370
 0.184184	 3.652257	 0.143216
 0.375321	 3.791566	 0.750423
 0.335887	 2.176689	 0.054937
 0.374423	 5.657877	 -0.020873
 0.360499	 3.401687	 0.338200
 0.433942	 3.188165	 0.166694
 0.339981	 3.652170	 -0.015033
 0.169188	 2.449799	 0.639945
 0.458813	 3.571136	 0.024353
 0.305744	 2.623801	 0.071506
 0.382708	 4.044393	 0.859799
 0.346869	 6.042167	 0.008390
 0.182086	 4.153737	 0.228661
 0.181712	 2.103440	 0.888482
 0.312978	 2.715329	 0.892219
 0.368067	 2.371397	 0.031714
 0.412135	 3.627499	 0.526969
 0.447611	 2.805708	 0.043400
 0.415864	 3.890246	 0.187086
 0.392341	 4.292778	 0.849552
 0.430942	 2.303076	 1.041182
 0.384003	 2.482098	 1.121154
 0.394153	 4.019912	 0.849644
 0.241048	 3.982666	 0.982606
 0.407429	 4.036167	 0.118126
 0.397761	 2.471922	 0.034507
 0.348791	 4.294921	 0.329596
 0.322852	 2.809938	 1.044983
 0.308876	 3.354729	 1.182908
 0.364048	 3.900377	 1.102878
 0.223142	 2.215567	 0.709961
 0.435899	 3.145546	 1.179887
 0.441051	 3.798967	 0.822308
 0.270572	 4.036778	 0.883337
 0.442706	 4.324105	 0.276001
 0.169024	 3.944846	 0.756202
 0.216916	 2.366013	 0.284026
 0.215167	 2.274350	 1.059196
 0.423097	 2.346383	 0.457590
 0.372590	 3.135434	 1.167904
 0.204680	 4.473956	 0.542683
 0.350766	 4.114878	 0.804563
 0.322602	 2.231511	 0.065951
 0.168420	 2.900650	 0.249061
 0.316925	 2.219045	 0.544029
 0.275604	 3.288984	 -0.054294
 0.232454	 3.566283	 0.407908
 0.176735	 2.356387	 0.346838
 0.244646	 2.597815	 1.182187
 0.454974	 2.852409	 0.375753
 0.310994	 2.123698	 0.634158
 0.434426	 3.997032	 0.467810
 0.432932	 2.370120	 0.269515
 0.211738	 3.106914	 0.175534
 0.213109	 3.443692	 0.265884
 0.351904	 0.467994	 0.242659
 0.319150	 2.551644	 0.374196
 0.316985	 4.183594	 0.520958
 0.317279	 2.619221	 0.405430
 0.396565	 4.164108	 0.398377
 0.317113	 3.068875	 0.004836
 0.320436	 2.961230	 0.537056
 0.376200	 2.818747	 0.284811
 0.440875	 2.340949	 0.013259
 0.335779	 3.457967	 0.811873
 0.380946	 0.386429	 0.265869
 0.390323	 3.229859	 0.250859
 0.334602	 4.073707	 0.434432
 0.390467	 0.885792	 0.016791
 0.413678	 4.362668	 0.514824
 0.359017	 3.127622	 0.993384
 0.177086	 3.774520	 0.435350
 0.398828	 2.997516	 0.888430
 0.424676	 2.363165	 0.793531
 0.427875	 3.417948	 0.691873
 0.342219	 3.057494	 0.238225
 0.297584	 0.258482	 -0.155046
 0.400084	 3.686471	 0.746511
 0.447551	 4.179617	 0.701258
 0.294826	 3.054304	 0.077506
 0.435706	 3.589020	 0.933546
 0.263085	 3.654021	 1.062751
 0.396484	 2.217728	 1.047553
 0.429714	 3.021313	 0.616183
 0.235246	 3.766635	 0.369670
 0.286106	 0.573420	 0.005180
 0.462556	 4.251512	 0.917857
 0.466300	 3.066846	 1.072094
 0.183286	 2.967430	 1.116527
 0.389955	 2.240387	 0.385146
 0.386572	 5.799760	 -0.169298
 0.273825	 3.359784	 0.341457
 0.388507	 3.735488	 0.246988
 0.321317	 3.343201	 0.575981
 0.291278	 1.043501	 -0.084776
 0.314453	 2.790019	 -0.010449
 0.337747	 2.545764	 0.264341
 0.330632	 4.320837	 0.229362
 0.340724	 2.188186	 0.627234
 0.421806	 4.328989	 0.009107
 0.340388	 5.624770	 0.175247
 0.341393	 3.929947	 0.786673
 0.412578	 2.796364	 0.524168
 0.410836	 4.340029	 0.799344
 0.391429	 2.908181	 0.462029
 0.338822	 2.059239	 0.324231
 0.403901	 2.249344	 0.268709
 0.398901	 3.343966	 1.016993
 0.333244	 4.249658	 -0.003726
 0.378890	 2.150919	 0.057641
 0.318992	 3.444650	 0.353925
 0.319305	 3.096770	 0.619508
 0.318760	 6.170696	 -0.183154
 0.323049	 3.072135	 0.714494
 0.401966	 3.132472	 0.302221
 0.318986	 2.482095	 0.289757
 0.258517	 2.489974	 0.350242
 0.464122	 4.392113	 0.418246
 0.331439	 2.808021	 0.169802
 0.179723	 3.704320	 0.232867
 0.433980	 0.020332	 0.260441
 0.448876	 2.580513	 0.609816
 0.302799	 3.775172	 0.700933
 0.205033	 2.296993	 1.021767
 0.342315	 5.625768	 0.207585
 0.377217	 4.141660	 0.109883
 0.375043	 2.624947	 0.850882
 0.263657	 3.838556	 0.064985
 0.446921	 3.588715	 0.097460
 0.319915	 4.453987	 0.594973
 0.363683	 2.701550	 0.132452
 0.176385	 0.992980	 -0.008030
 0.293988	 2.094043	 0.235890
 0.293541	 4.558571	 0.935451
 0.445101	 3.521911	 1.087239
 0.456311	 2.861843	 0.582516
 0.458639	 3.519672	 0.876062
 0.255297	 3.076150	 0.439280
 0.375440	 2.519262	 0.469617
 0.283552	 4.259865	 0.797383
 0.250437	 2.532377	 0.284147
 0.289397	 3.471529	 -0.002552
 0.230254	 4.051404	 0.594996
 0.428101	 2.805778	 0.549360
 0.381381	 3.021322	 0.385083
 0.447842	 2.600117	 0.127024
 0.314284	 3.717437	 1.007158
 0.315955	 0.678585	 -0.015793
 0.446706	 3.814716	 0.554935
 0.406318	 5.747879	 -0.130284
 0.176052	 2.133261	 0.892040
 0.334014	 3.239974	 0.217412
 0.333034	 3.293989	 0.660717
 0.378872	 3.016748	 0.210931
 0.394265	 3.204008	 0.092133
 0.339149	 3.443248	 -0.037748
 0.434642	 2.223057	 0.424188
 0.409784	 4.040473	 0.179178
 0.176710	 2.555420	 0.713802
 0.340744	 2.488781	 0.989903
 0.295966	 3.798654	 -0.032212
 0.292817	 2.144525	 0.935347
 0.437677	 3.259048	 0.197434
 0.436946	 4.006905	 0.885567
 0.373221	 3.206131	 0.224464
 0.402757	 2.243377	 0.666568
 0.446690	 3.106125	 0.374269
 0.373534	 2.705337	 0.480491
 0.439065	 3.303327	 0.967438
 0.284940	 2.802394	 0.818817
 0.287081	 2.773180	 0.857385
 0.440471	 4.547883	 0.464354
 0.193482	 2.296722	 0.085033
 0.449724	 3.889337	 0.132353
 0.445911	 3.820954	 0.819323
 0.191628	 1.967630	 0.803675
 0.434088	 2.994883	 0.780283
 0.382437	 0.178202	 0.015847
 0.314646	 5.783070	 0.236247
 0.362998	 4.358633	 0.548731
 0.380534	 4.288126	 0.499543
 0.374276	 3.828661	 0.890692
 0.386097	 3.272634	 0.472471
 0.416205	 2.787530	 1.010834
 0.365478	 3.641522	 0.057914
 0.372581	 3.792291	 0.717139
 0.338498	 2.707137	 0.082872
 0.173346	 2.857459	 0.880911
 0.407856	 4.440278	 0.360457
 0.381775	 3.482491	 0.584185
 0.375443	 2.752959	 1.043615
 0.460992	 3.602189	 0.091079
 0.344429	 5.604338	 -0.122653
 0.366883	 2.154657	 0.528133
 0.258713	 3.414439	 0.265359
 0.462780	 3.196414	 0.344815
 0.320929	 2.574809	 0.577743
 0.327364	 3.621467	 0.837803
 0.337628	 5.502788	 -0.131394
 0.304691	 3.211103	 1.054994
 0.400840	 2.474315	 0.445609
 0.268254	 3.301714	 0.644057
 0.341899	 3.976455	 0.656931
 0.341769	 3.250855	 1.129898
 0.337963	 2.512672	 -0.006704
 0.382776	 0.131705	 -0.006371
 0.393861	 3.283511	 0.358682
 0.384559	 3.021127	 0.680064
 0.413946	 3.485710	 0.252680
 0.423407	 2.193816	 0.608966
 0.453254	 2.551141	 1.143557
 0.340246	 2.243827	 0.170129
 0.328226	 3.436384	 0.509443
 0.329301	 3.200799	 0.193128
 0.406264	 2.735934	 1.100210
 0.273472	 3.397712	 0.765682
 0.275698	 6.069029	 0.253273
 0.273051	 4.093282	 0.667300
 0.251841	 5.775809	 0.218883
 0.384971	 4.160520	 0.438664
 0.326934	 4.058759	 0.182894
 0.327312	 2.147511	 0.171070
 0.374323	 3.043980	 0.722053
 0.163164	 3.043407	 0.098806
 0.329812	 3.123172	 0.068195
 0.181654	 3.317532	 0.029373
 0.209567	 2.726723	 0.047008
 0.450604	 2.609766	 0.611125
 0.450361	 3.817231	 0.082858
 0.240377	 0.356689	 0.246483
 0.431034	 4.056528	 0.566135
 0.342118	 2.417413	 0.528200
 0.450255	 4.371826	 0.689405
 0.365141	 3.693920	 0.948024
 0.290998	 3.597281	 0.399597
 0.309852	 4.017239	 0.748730
 0.203715	 4.401966	 0.676221
 0.273659	 2.465165	 0.068623
 0.399926	 3.210486	 -0.028017
 0.408074	 2.931563	 0.421480
 0.450904	 2.339186	 1.092880
 0.170599	 3.868919	 0.277558
 0.168312	 3.384653	 0.222434
 0.361273	 5.563837	 0.011043
 0.419501	 3.900784	 0.453891
 0.410442	 2.864144	 0.876156
 0.408807	 4.228501	 0.262561
 0.342974	 5.842225	 0.214553
 0.421366	 2.077711	 0.512990
 0.330751	 3.985387	 0.067335
 0.354987	 3.394743	 0.488305
 0.341824	 2.326909	 0.505857
 0.354544	 4.335208	 0.585181
 0.220405	 3.219123	 1.011291
 0.236920	 3.414222	 1.133004
 0.434163	 2.760282	 0.728330
 0.355425	 2.767792	 0.484534
 0.323911	 3.450561	 1.069393
 0.190990	 2.354045	 0.173074
 0.226814	 3.847449	 0.256448
 0.442659	 2.186291	 0.422209
 0.246382	 3.644702	 0.367441
 0.247039	 3.695285	 0.899305
 0.408877	 0.503088	 -0.139855
 0.378520	 3.364769	 0.267973
 0.388035	 3.345776	 0.884341
 0.227037	 5.413806	 -0.120335
 0.400665	 2.224298	 0.380111
 0.314391	 3.105829	 0.214860
 0.314972	 3.685106	 0.905270
 0.346494	 3.518179	 -0.056361
 0.320215	 3.021939	 0.194924
 0.343800	 2.611504	 0.644202
 0.357840	 2.255918	 0.440611
 0.354831	 4.252759	 0.405892
 0.345460	 2.468808	 0.629269
 0.327337	 3.318262	 0.828138
 0.223856	 3.907838	 0.798852
 0.418792	 2.497636	 0.164516
 0.280946	 2.750941	 0.558964
 0.442691	 4.057152	 0.507280
 0.331837	 3.704005	 0.991306
 0.374909	 3.792257	 -0.034346
 0.333317	 0.458801	 0.013382
 0.451507	 4.014646	 0.663850
 0.344818	 0.801107	 -0.138894
 0.414462	 4.207107	 0.631634
 0.427489	 3.273754	 0.256478
 0.163478	 2.170547	 0.404517
 0.277186	 3.928052	 0.786965
 0.173228	 6.135810	 -0.153687
 0.187693	 2.434791	 0.007626
 0.373782	 2.708230	 0.749817
 0.265422	 3.789915	 0.065186
 0.248031	 4.421863	 0.397802
 0.172826	 2.900076	 0.703878
 0.174628	 2.929784	 0.564728
 0.418147	 2.463019	 0.562349
 0.400028	 1.046645	 -0.118579
 0.405937	 4.448734	 0.313938
 0.405941	 5.623470	 -0.018859
 0.198263	 3.556638	 0.395933
 0.423688	 3.381422	 0.110944
 0.237872	 3.979633	 0.434204
 0.294893	 2.114156	 0.622321
 0.318152	 3.895531	 0.204110
 0.161121	 3.615857	 0.518005
 0.161975	 3.616651	 0.268887
 0.401972	 2.557143	 -0.006992
 0.384439	 3.223109	 0.187648
 0.415379	 2.601670	 0.569289
 0.412710	 3.336545	 0.396609
 0.413197	 3.001100	 0.952070
 0.402585	 2.038697	 0.391535
 0.425716	 2.689600	 0.073553
 0.378055	 1.939204	 0.665044
 0.425019	 4.065443	 0.527875
 0.299792	 4.559839	 0.939613
 0.355844	 4.582892	 1.005713
 0.419179	 4.194862	 0.063803
 0.422973	 3.768152	 0.192605
 0.420557	 2.242676	 0.094576
 0.370140	 0.121204	 -0.189076
 0.366826	 3.436391	 0.402794
 0.197436	 5.641078	 -0.013451
 0.357612	 2.882055	 0.647251
 0.341585	 4.223195	 0.581407
 0.306570	 4.491276	 0.379345
 0.318293	 4.124534	 0.825719
 0.355840	 3.230867	 1.001721
 0.440091	 3.096440	 0.177677
 0.355485	 3.154789	 0.723152
 0.437699	 4.317046	 0.811806
 0.255316	 2.697981	 0.740888
 0.406775	 3.557582	 0.635550
 0.363916	 2.597105	 0.847657
 0.223169	 3.879436	 0.567308
 0.428611	 2.460476	 0.571880
 0.342457	 1.447754	 0.010111
 0.200023	 4.215926	 0.685206
 0.269383	 3.866559	 0.341265
 0.223384	 3.781397	 0.254273
 0.411157	 2.387356	 0.057411
 0.331432	 2.403945	 0.205750
 0.301118	 2.205244	 0.058051
 0.174187	 4.051863	 0.316421
 0.372293	 2.938002	 0.012631
 0.419749	 5.670589	 -0.016845
 0.465613	 4.595846	 0.987302
 0.465672	 0.465694	 -0.020895
 0.174868	 3.731273	 0.187898
 0.363400	 5.452949	 -0.105471
 0.236686	 2.753083	 0.941321
 0.415412	 4.542849	 0.525347
 0.271592	 2.898110	 0.416658
 0.168824	 4.119082	 0.531036
 0.379150	 3.153585	 0.123749
 0.459549	 3.708499	 0.568480
 0.210742	 4.217299	 0.254981
 0.319062	 2.597878	 0.656493
 0.435984	 0.118251	 0.244509
 0.419870	 3.953520	 0.972058
 0.300881	 4.283088	 0.170125
 0.341589	 4.279479	 0.269575
 0.261975	 3.631883	 0.163644
 0.173120	 1.525721	 0.009765
 0.177249	 2.411638	 0.159383
 0.300381	 3.171444	 0.065924
 0.430348	 3.306009	 0.517255
 0.298255	 2.285585	 0.081643
 0.387040	 3.794129	 0.029392
 0.388443	 4.479862	 0.417627
 0.389727	 2.594574	 0.579168
 0.433336	 2.250974	 0.616167
 0.404576	 2.113538	 0.686592
 0.387096	 3.952244	 0.354034
 0.295334	 6.179540	 0.003239
 0.393183	 2.937835	 0.156352
 0.180169	 2.540353	 0.288887
 0.289509	 2.564418	 1.006689
 0.322547	 3.037055	 0.336225
 0.297778	 2.445194	 0.041771
 0.433179	 2.723360	 0.530745
 0.184792	 2.172655	 0.338180
 0.292663	 6.127465	 -0.000510
 0.355128	 4.253126	 0.800509
 0.327849	 3.610569	 0.063610
 0.164812	 3.102815	 0.798522
 0.164268	 2.755327	 1.075327
 0.372231	 3.654321	 0.093690
 0.394764	 3.193404	 1.077883
 0.370510	 3.385426	 0.301412
 0.306954	 4.107485	 0.695615
 0.392456	 2.457454	 0.060488
 0.434259	 2.569285	 0.447173
 0.432784	 3.454874	 0.095932
 0.283929	 3.542028	 1.048531
 0.328052	 2.525430	 0.589645
 0.209127	 3.023185	 1.003621
 0.326803	 3.260979	 0.627299
 0.396222	 2.895900	 0.739140
 0.347325	 2.381234	 0.171448
 0.395843	 2.047327	 0.833454
 0.397012	 2.336358	 0.305203
 0.238022	 3.484616	 0.410495
 0.290582	 3.583804	 0.902826
 0.390023	 2.237418	 0.585518
 0.461395	 5.782622	 -0.016709
 0.410914	 3.318282	 0.133448
 0.410368	 5.715560	 0.000551
 0.372404	 3.379055	 0.803500
 0.236148	 3.829885	 1.079832
 0.333697	 2.145620	 0.222598
 0.333927	 2.531664	 0.579163
 0.333659	 3.947785	 0.906379
 0.331966	 4.402648	 0.664157
 0.436146	 2.137246	 0.970056
 0.327898	 2.756023	 0.427959
 0.230958	 2.525751	 0.256250
 0.265916	 3.443134	 0.085993
 0.270838	 3.435843	 0.347950
 0.326071	 3.664349	 -0.030224
 0.201177	 3.221333	 0.931949
 0.202513	 3.822589	 0.525650
 0.259802	 4.119387	 0.554620
 0.370745	 0.162656	 -0.195853
 0.169635	 4.194492	 0.240473
 0.426661	 2.044226	 0.341774
 0.259473	 3.457576	 0.345314
 0.465661	 3.951367	 0.254890
 0.165304	 3.266823	 0.425119
 0.268089	 3.375068	 0.004539
 0.224825	 2.562322	 0.446321
 0.461488	 3.183137	 0.482962
 0.305872	 6.060168	 0.257282
 0.361335	 3.160361	 0.445034
 0.307200	 4.275903	 0.684572
 0.423271	 2.206227	 0.716620
 0.311084	 2.650413	 0.342201
